0.0,0.0
0.0,1.584
0.016,0.0
0.016,1.584
0.032,0.0
0.032,1.584
0.048,0.0
0.048,1.584
0.064,0.0
0.064,1.584
0.08,0.0
0.08,1.584
0.096,0.0
0.096,1.584
0.112,0.0
0.112,1.584
0.128,0.0
0.128,1.584
0.14400000000000002,0.0
0.14400000000000002,1.584
0.16,0.0
0.16,1.584
0.176,0.0
0.176,1.584
0.192,0.0
0.192,1.584
0.20800000000000002,0.0
0.20800000000000002,1.584
0.224,0.0
0.224,1.584
0.24,0.0
0.24,1.584
0.256,0.0
0.256,1.584
0.272,0.0
0.272,1.584
0.28800000000000003,0.0
0.28800000000000003,1.584
0.304,0.0
0.304,1.584
0.32,0.0
0.32,1.584
0.336,0.0
0.336,1.584
0.352,0.0
0.352,1.584
0.368,0.0
0.368,1.584
0.384,0.0
0.384,1.584
0.4,0.0
0.4,1.584
0.41600000000000004,0.0
0.41600000000000004,1.584
0.432,0.0
0.432,1.584
0.448,0.0
0.448,1.584
0.464,0.0
0.464,1.584
0.48,0.0
0.48,1.584
0.496,0.0
0.496,1.584
0.512,0.0
0.512,1.584
0.528,0.0
0.528,1.584
0.544,0.0
0.544,1.584
0.56,0.0
0.56,1.584
0.5760000000000001,0.0
0.5760000000000001,1.584
0.592,0.0
0.592,1.584
0.608,0.0
0.608,1.584
0.624,0.0
0.624,1.584
0.64,0.0
0.64,1.584
0.656,0.0
0.656,1.584
0.672,0.0
0.672,1.584
0.6880000000000001,0.0
0.6880000000000001,1.584
0.704,0.0
0.704,1.584
0.72,0.0
0.72,1.584
0.736,0.0
0.736,1.584
0.752,0.0
0.752,1.584
0.768,0.0
0.768,1.584
0.784,0.0
0.784,1.584
0.8,0.0
0.8,1.584
0.8160000000000001,0.0
0.8160000000000001,1.584
0.8320000000000001,0.0
0.8320000000000001,1.584
0.848,0.0
0.848,1.584
0.864,0.0
0.864,1.584
0.88,0.0
0.88,1.584
0.896,0.0
0.896,1.584
0.912,0.0
0.912,1.584
0.928,0.0
0.928,1.584
0.9440000000000001,0.0
0.9440000000000001,1.584
0.96,0.0
0.96,1.584
0.976,0.0
0.976,1.584
0.992,0.0
0.992,1.584
1.008,0.0
1.008,1.584
1.024,0.0
